Participant ID,Current Video Index,Condition,Word ID,Unique Word ID,Word,Translation,Timestamp
PARTICIPANT_857,3,3,45ddERf9-1d09-4b2f-9152-21419438dc2a,7308a6dc-bbf8-43fd-8557-d79efcf3b36d,arcoíris,rainbow,2024-11-24 16:32:03.026821+00:00
PARTICIPANT_857,3,3,ffdddbfe-1d09-4b2f-9152-21419438dc2a,b5986b1d-1979-456e-bd24-04a92583c436,atavío,attire,2024-11-24 16:32:10.328036+00:00
PARTICIPANT_857,3,3,6f4ab9a5-3f0c-4bd9-8592-6f4e370471ea,e3e254f0-e909-4810-8045-7b12e795acdd,bordillo,curb,2024-11-24 16:32:14.880813+00:00
PARTICIPANT_857,3,3,fb3bfa25-0ba6-4d8f-9f1f-122ad09393b3,22766937-92f0-4139-aedf-a8c3b892bab8,bordón,bass string,2024-11-24 16:32:46.874652+00:00
PARTICIPANT_857,3,3,3041d5c3-0851-4d90-8744-7eec0212dec6,9b62d4b1-7e77-4f62-b326-53cc24bfd9d4,velamen,sail,2024-11-24 16:32:52.491195+00:00
PARTICIPANT_857,3,3,5dac4cf7-7ede-4b38-84ff-e270d4abc430,f38a18a6-8195-463c-a197-90758c2b6c6b,baluarte,fortress,2024-11-24 16:33:19.507010+00:00
PARTICIPANT_857,3,3,b63bac21-db9b-449b-818e-e43f46042e07,9b62d4b1-7e77-4f62-b326-53cc24bfd9d4,velamen,sail,2024-11-24 16:33:32.808111+00:00
PARTICIPANT_857,3,3,d2c68625-7482-4e8f-a7fc-a080142c59cc,7308a6dc-bbf8-43fd-8557-d79efcf3b36d,arcoíris,rainbow,2024-11-24 16:34:11.531608+00:00
PARTICIPANT_857,3,6,738c4ffe-4ffc-4949-ab83-4587b28c7e61,ccecee3f-ef03-4988-b940-bf3aa83d32da,timbal,drum,2024-11-24 16:34:28.877196+00:00
PARTICIPANT_857,3,3,56f35102-d50b-47e7-97fc-deb654699293,22766937-92f0-4139-aedf-a8c3b892bab8,bordón,bass string,2024-11-24 16:34:38.828947+00:00
