Participant ID,Current Video Index,Condition,Word ID,Unique Word ID,Word,Translation,Timestamp
FDARREWREW4324,3,3,45ddERf9-1d09-4b2f-9152-21419438dc2a,7308a6dc-bbf8-43fd-8557-d79efcf3b36d,arcoíris,rainbow,2024-11-24 17:13:39.930485+00:00
FDARREWREW4324,3,3,ffdddbfe-1d09-4b2f-9152-21419438dc2a,b5986b1d-1979-456e-bd24-04a92583c436,atavío,attire,2024-11-24 17:13:40.064877+00:00
FDARREWREW4324,3,3,6f4ab9a5-3f0c-4bd9-8592-6f4e370471ea,e3e254f0-e909-4810-8045-7b12e795acdd,bordillo,curb,2024-11-24 17:13:40.167713+00:00
FDARREWREW4324,3,3,fb3bfa25-0ba6-4d8f-9f1f-122ad09393b3,22766937-92f0-4139-aedf-a8c3b892bab8,bordón,bass string,2024-11-24 17:13:40.271738+00:00
FDARREWREW4324,3,3,3041d5c3-0851-4d90-8744-7eec0212dec6,9b62d4b1-7e77-4f62-b326-53cc24bfd9d4,velamen,sail,2024-11-24 17:13:40.375369+00:00
FDARREWREW4324,3,6,5dac4cf7-7ede-4b38-84ff-e270d4abc430,f38a18a6-8195-463c-a197-90758c2b6c6b,baluarte,fortress,2024-11-24 17:13:40.473196+00:00
FDARREWREW4324,3,3,b63bac21-db9b-449b-818e-e43f46042e07,9b62d4b1-7e77-4f62-b326-53cc24bfd9d4,velamen,sail,2024-11-24 17:13:40.574580+00:00
FDARREWREW4324,3,3,d2c68625-7482-4e8f-a7fc-a080142c59cc,7308a6dc-bbf8-43fd-8557-d79efcf3b36d,arcoíris,rainbow,2024-11-24 17:13:40.679763+00:00
FDARREWREW4324,3,6,738c4ffe-4ffc-4949-ab83-4587b28c7e61,ccecee3f-ef03-4988-b940-bf3aa83d32da,timbal,drum,2024-11-24 17:13:40.778691+00:00
FDARREWREW4324,3,3,56f35102-d50b-47e7-97fc-deb654699293,22766937-92f0-4139-aedf-a8c3b892bab8,bordón,bass string,2024-11-24 17:13:40.880326+00:00
FDARREWREW4324,3,6,5e8189fb-0cc0-45b2-a2ea-880a12e25ec1,ccecee3f-ef03-4988-b940-bf3aa83d32da,timbal,drum,2024-11-24 17:13:40.974033+00:00
FDARREWREW4324,3,3,4fdfce19-1337-4426-8e2d-dc450fdffb4b,026ec6b6-2715-4aa4-a1c1-247cd4c15d09,júbilo,joy,2024-11-24 17:13:41.073197+00:00
FDARREWREW4324,1,2,849646bb-3016-4299-8dc8-7414035ce80f,d524283c-6588-4ffa-ab98-65e4194b99d0,tornasol,iridescent,2024-11-24 17:13:50.262311+00:00
FDARREWREW4324,1,2,323c3356-0a43-4429-9bcf-f4ec38f693e5,307d903b-c0ed-4746-b809-e44bf970d914,embeleso,enchantment,2024-11-24 17:13:50.362153+00:00
FDARREWREW4324,1,5,26369300-b974-4f39-9e4e-39117b8b7b19,a247dd47-5298-4a4e-bde3-c1ae1759e1e3,lisonja,flattery,2024-11-24 17:13:50.464418+00:00
FDARREWREW4324,1,2,9f1b2cd4-a31f-47d1-96d2-959c0533a19b,dc1c7587-87ed-43e8-b720-2aa67ff06af6,desvelo,wakefulness,2024-11-24 17:13:50.576499+00:00
FDARREWREW4324,1,2,b91dca1d-d9a2-4ca8-a685-d3ff04afae75,6e2223b4-9131-4472-86c1-53c664530618,vericueto,complication,2024-11-24 17:13:50.679452+00:00
FDARREWREW4324,1,2,cb0fe896-ae2a-4205-b34b-c2aade3e2b52,6e2223b4-9131-4472-86c1-53c664530618,vericueto,complication,2024-11-24 17:13:50.766916+00:00
FDARREWREW4324,1,2,b1b976ba-7274-4886-9ef7-9a37d70fc003,1c40c672-95f0-4faf-b710-7f53b36af0bd,alquimia,alchemy,2024-11-24 17:13:50.884040+00:00
FDARREWREW4324,1,5,52439a38-b2c0-4ad8-9822-17d8a9ac1dfd,dc246a38-ef4e-49b1-a87d-9f0e361c87c2,entereza,courage,2024-11-24 17:13:50.986506+00:00
FDARREWREW4324,1,2,1191e6c9-14a3-46a6-9486-74dffd727103,1c40c672-95f0-4faf-b710-7f53b36af0bd,alquimia,alchemy,2024-11-24 17:13:51.088566+00:00
FDARREWREW4324,1,2,cbcad400-1f19-4c82-9c84-a4942f7a9471,d524283c-6588-4ffa-ab98-65e4194b99d0,tornasol,iridescent,2024-11-24 17:13:51.187723+00:00
FDARREWREW4324,1,2,f31d541c-07b9-4fcf-840b-583bf7530e5e,dc1c7587-87ed-43e8-b720-2aa67ff06af6,desvelo,wakefulness,2024-11-24 17:13:51.298004+00:00
FDARREWREW4324,1,5,621cc48f-b71d-49f0-a760-0c0beab89550,dc246a38-ef4e-49b1-a87d-9f0e361c87c2,entereza,courage,2024-11-24 17:13:51.409910+00:00
FDARREWREW4324,1,5,9037af8c-89c6-4c66-b9e7-23a565906548,a247dd47-5298-4a4e-bde3-c1ae1759e1e3,lisonja,flattery,2024-11-24 17:13:51.514730+00:00
FDARREWREW4324,1,2,531b8774-fb42-4ca0-9253-d3922531998f,d0ef4c86-b254-4bd5-b527-032badb752ab,sibilina,mysterious,2024-11-24 17:13:51.606781+00:00
FDARREWREW4324,2,1,4887983a-5962-4c04-81e1-4ab82cf0ce45,e8d4bf21-a33a-4b96-872d-d492a1818a93,travesuras,mischiefs,2024-11-24 17:14:05.804980+00:00
FDARREWREW4324,2,1,35b6e704-5e11-4fdc-b00d-127928c406e2,a1dd71b5-b18c-499c-987c-40435e9f837c,estupefacción,astonishment,2024-11-24 17:14:05.924573+00:00
FDARREWREW4324,2,1,c0e6cf5e-e075-4aa0-a335-0a7c975fc68b,b1fb5dd8-1e37-4b5d-bcfb-24cfadda4391,templanza,composure,2024-11-24 17:14:06.044465+00:00
FDARREWREW4324,2,1,77b376ea-a496-438f-9185-fa836e2ec851,a1dd71b5-b18c-499c-987c-40435e9f837c,estupefacción,astonishment,2024-11-24 17:14:06.160675+00:00
FDARREWREW4324,2,1,eefea10b-4ea2-433d-b7cb-57974ae0ae88,b1fb5dd8-1e37-4b5d-bcfb-24cfadda4391,templanza,composure,2024-11-24 17:14:06.275025+00:00
FDARREWREW4324,2,1,94150326-7a2c-4ca7-9e5d-09f614937c9a,e896364c-3fd5-4652-ac6d-6b27cff0ca30,pericia,skill,2024-11-24 17:14:06.419655+00:00
FDARREWREW4324,2,1,b89ba5d2-2449-4c86-bd60-ece11d94f49a,b7d38592-e956-4832-a0d9-cf12e5d430cb,pesadumbre,sadness,2024-11-24 17:14:06.569231+00:00
FDARREWREW4324,2,4,88ef6570-f46c-4f05-8dd7-7d534f0075ea,d5970d70-0e64-4ad1-837e-9430e9fdab0f,miramiento,respect,2024-11-24 17:14:06.683116+00:00
FDARREWREW4324,2,4,57df640c-8e8b-401d-b250-bf1cd11c0fc1,9c938d14-ee99-4511-bc27-73a75a4f822e,arrebato,outburst,2024-11-24 17:14:06.796156+00:00
