Participant ID,Current Video Index,Condition,Word ID,Unique Word ID,Word,Translation,Timestamp
fdafd432432,3,3,45ddERf9-1d09-4b2f-9152-21419438dc2a,7308a6dc-bbf8-43fd-8557-d79efcf3b36d,arcoíris,rainbow,2024-11-24 15:49:04.546893+00:00
fdafd432432,3,3,ffdddbfe-1d09-4b2f-9152-21419438dc2a,b5986b1d-1979-456e-bd24-04a92583c436,atavío,attire,2024-11-24 15:49:12.019083+00:00
fdafd432432,3,3,6f4ab9a5-3f0c-4bd9-8592-6f4e370471ea,e3e254f0-e909-4810-8045-7b12e795acdd,bordillo,curb,2024-11-24 15:49:16.507800+00:00
fdafd432432,3,3,fb3bfa25-0ba6-4d8f-9f1f-122ad09393b3,22766937-92f0-4139-aedf-a8c3b892bab8,bordón,bass string,2024-11-24 15:49:18.047642+00:00
fdafd432432,3,6,3041d5c3-0851-4d90-8744-7eec0212dec6,9b62d4b1-7e77-4f62-b326-53cc24bfd9d4,velamen,sail,2024-11-24 15:49:18.157055+00:00
fdafd432432,3,6,5dac4cf7-7ede-4b38-84ff-e270d4abc430,f38a18a6-8195-463c-a197-90758c2b6c6b,baluarte,fortress,2024-11-24 15:49:18.277117+00:00
fdafd432432,3,6,b63bac21-db9b-449b-818e-e43f46042e07,9b62d4b1-7e77-4f62-b326-53cc24bfd9d4,velamen,sail,2024-11-24 15:49:18.366865+00:00
fdafd432432,3,3,d2c68625-7482-4e8f-a7fc-a080142c59cc,7308a6dc-bbf8-43fd-8557-d79efcf3b36d,arcoíris,rainbow,2024-11-24 15:49:18.474272+00:00
fdafd432432,3,3,738c4ffe-4ffc-4949-ab83-4587b28c7e61,ccecee3f-ef03-4988-b940-bf3aa83d32da,timbal,drum,2024-11-24 15:49:18.566908+00:00
fdafd432432,3,3,56f35102-d50b-47e7-97fc-deb654699293,22766937-92f0-4139-aedf-a8c3b892bab8,bordón,bass string,2024-11-24 15:49:18.676874+00:00
fdafd432432,3,3,5e8189fb-0cc0-45b2-a2ea-880a12e25ec1,ccecee3f-ef03-4988-b940-bf3aa83d32da,timbal,drum,2024-11-24 15:49:18.777183+00:00
fdafd432432,3,3,4fdfce19-1337-4426-8e2d-dc450fdffb4b,026ec6b6-2715-4aa4-a1c1-247cd4c15d09,júbilo,joy,2024-11-24 15:49:18.887257+00:00
fdafd432432,3,6,c688c330-f325-4815-a4fe-354569e8be84,f38a18a6-8195-463c-a197-90758c2b6c6b,baluarte,fortress,2024-11-24 15:49:18.967121+00:00
fdafd432432,3,3,9fe6eaa3-272b-4cb9-80a8-052f4821f07d,026ec6b6-2715-4aa4-a1c1-247cd4c15d09,júbilo,joy,2024-11-24 15:49:19.086884+00:00
fdafd432432,3,3,2fe9193f-10e7-4ee9-9f5f-2b5e3fda4216,b5986b1d-1979-456e-bd24-04a92583c436,atavío,attire,2024-11-24 15:49:19.177111+00:00
fdafd432432,3,3,49cdb2ea-b298-4d51-8c56-76b08cdaa68b,e3e254f0-e909-4810-8045-7b12e795acdd,bordillo,curb,2024-11-24 15:49:19.286991+00:00
fdafd432432,1,5,849646bb-3016-4299-8dc8-7414035ce80f,d524283c-6588-4ffa-ab98-65e4194b99d0,tornasol,iridescent,2024-11-24 15:49:55.640607+00:00
fdafd432432,1,2,323c3356-0a43-4429-9bcf-f4ec38f693e5,307d903b-c0ed-4746-b809-e44bf970d914,embeleso,enchantment,2024-11-24 15:50:07.012006+00:00
fdafd432432,1,5,26369300-b974-4f39-9e4e-39117b8b7b19,a247dd47-5298-4a4e-bde3-c1ae1759e1e3,lisonja,flattery,2024-11-24 15:50:28.228640+00:00
fdafd432432,1,2,9f1b2cd4-a31f-47d1-96d2-959c0533a19b,dc1c7587-87ed-43e8-b720-2aa67ff06af6,desvelo,wakefulness,2024-11-24 15:50:32.913620+00:00
fdafd432432,1,2,b91dca1d-d9a2-4ca8-a685-d3ff04afae75,6e2223b4-9131-4472-86c1-53c664530618,vericueto,complication,2024-11-24 15:50:53.388842+00:00
fdafd432432,1,2,cb0fe896-ae2a-4205-b34b-c2aade3e2b52,6e2223b4-9131-4472-86c1-53c664530618,vericueto,complication,2024-11-24 15:51:36.029999+00:00
